a,word,level,word_translate
3677,ours,A2,наш
3678,ourselves,A1,сами
3679,out,A1,вне
3681,outbreak,A3,вспышка
3682,outcome,A1,исход
3683,outdoor,A2,на открытом воздухе
3684,outdoors,A2,на открытом воздухе
3685,outer,A1,внешний
3686,outfit,A1,одежда
3687,outing,A3,поход
3688,outlet,A3,выход
3689,outline,A1,контур
3691,outlook,A3,outlook
3692,output,A1,выход
3693,outrage,A3,возмущение
3695,outside,A1,снаружи
3699,outsider,A3,посторонний
3700,outstanding,A1,выдающийся
3701,oven,A1,печь
3702,over,A1,над
3704,overall,A1,общий
3706,overcome,A1,преодолеть
3707,overlook,A3,игнорировать
3708,overly,A3,чрезмерно
3709,overnight,A1,с ночевкой
3710,overseas,A1,за рубежом
3712,oversee,A3,контролировать
3713,overturn,A3,перевернуть
3714,overwhelm,A3,перегружен
3715,overwhelming,A3,подавляющий
3716,owe,A1,быть должным
3717,own,A1,собственный
3720,owner,A1,владелец
3721,ownership,A1,владение
3722,oxygen,A1,кислород
3723,pace,A1,шаг
3725,pack,A2,пакет
3727,package,A2,упаковка
3729,packet,A1,пакет
3730,pad,A3,прокладка
3731,page,A1,страница
3732,pain,A1,боль
3733,painful,A2,болезненно
3734,paint,A1,краска
3736,painter,A1,художник
3737,painting,A1,рисование
3738,pair,A1,пара
3739,palace,A1,дворец
3740,pale,A2,бледный
3741,palm,A1,ладонь
3742,pan,A2,кастрюля
3743,panel,A1,панель
3744,panic,A1,паника
3745,pants,A1,брюки
3746,paper,A1,бумага
3747,parade,A1,парад
3748,paragraph,A1,параграф
3749,parallel,A1,параллель
3751,parameter,A3,параметр
3752,parent,A1,родительский
3753,parental,A3,родительский
3754,parish,A3,приход
3755,park,A1,парк
3757,parking,A1,стоянка
3758,parliament,A1,парламент
3759,parliamentary,A3,парламентский
3760,part,A1,часть
3761,part-time,A1,неполная занятость
3762,partial,A3,частично
3763,partially,A3,частично
3764,participant,A1,участник
3765,participate,A2,участвовать
3766,participation,A1,участие
3767,particular,A1,особый
3768,particularly,A2,особенно
3769,partly,A1,частично
3770,partner,A1,партнер
3771,partnership,A1,партнерство
3772,party,A1,вечеринка
3773,pass,A2,проходить
3775,passage,A1,проход
3776,passenger,A1,пассажир
3777,passing,A3,прохождение
3778,passion,A2,страсть
3779,passionate,A1,страстный
3780,passive,A3,пассивный
3781,passport,A1,заграничный пасспорт
3782,password,A1,пароль
3783,past,A1,прошлое
3787,pastor,A3,пастор
3788,patch,A3,пластырь
3789,patent,A3,патент
3790,path,A2,путь
3791,pathway,A3,путь
3792,patience,A1,терпение
3793,patient,A1,пациент
3795,patrol,A3,патруль
3797,patron,A3,покровитель
3798,pattern,A1,шаблон
3799,pause,A1,пауза
3801,pay,A1,платить
3803,payment,A2,оплата
3804,peace,A1,мир
3805,peaceful,A2,мирный
3806,peak,A3,вершина горы
3807,peasant,A3,крестьянин
3808,peculiar,A3,своеобразный
3809,peer,A1,вглядеться
3810,pen,A1,ручка
3811,penalty,A1,штраф
3812,pencil,A1,карандаш
3813,penny,A1,пенни
3814,pension,A1,пенсия
3815,people,A1,люди
3816,pepper,A1,перец
3817,per,A1,перемещение
3818,per cent,A1,процент
3821,perceive,A1,воспринимать
3822,percentage,A2,процент
3823,perception,A1,восприятие
3824,perfect,A1,идеальный
3825,perfectly,A2,в совершенстве
3826,perform,A1,выполнять
3827,performance,A2,производительность
3828,perhaps,A1,возможно
3829,period,A1,период
3830,permanent,A1,постоянный
3831,permanently,A1,постоянно
3832,permission,A1,разрешение
3833,permit,A1,разрешать
3835,persist,A3,сопротивляться
3836,persistent,A3,настойчивый
3837,person,A1,человек
3838,personal,A1,личный
3839,personality,A1,личность
3840,personally,A2,лично
3841,personnel,A3,персонал
3842,perspective,A1,перспектива
3843,persuade,A2,убеждать
3844,pet,A1,домашний питомец
3845,petition,A3,петиция
3846,petrol,A1,бензин
3847,phase,A1,фаза
3848,phenomenon,A1,явление
3849,philosopher,A3,философ
3850,philosophical,A3,философский
3851,philosophy,A1,философия
3852,phone,A1,телефон
3854,photo,A1,фото
3855,photograph,A1,фотография
3857,photographer,A2,фотограф
3858,photography,A2,фотография
3859,phrase,A1,фраза
3860,physical,A1,физический
3861,physician,A3,врач
3862,physics,A1,физика
3863,piano,A1,пианино
3864,pick,A1,выбирать
3866,picture,A1,картина
3868,piece,A1,кусок
3869,pig,A1,свинья
3870,pile,A1,куча
3872,pill,A1,таблетка
3873,pilot,A1,пилот
3874,pin,A2,приколоть
3876,pink,A1,розовый
3878,pioneer,A3,пионер
3880,pipe,A2,трубка
3881,pipeline,A3,трубопровод
3882,pirate,A3,пират
3883,pit,A3,яма
3884,pitch,A1,подача
3885,pity,A1,жалость
3886,place,A1,место
3888,placement,A1,размещение
3889,plain,A1,простой
3890,plan,A1,план
3892,plane,A1,самолет
3893,planet,A1,планета
3894,planning,A2,планирование
3895,plant,A1,растение
3897,plastic,A1,пластик
3899,plate,A1,тарелка
3900,platform,A1,платформа
3901,play,A1,играть
3903,player,A1,игрок
3904,plea,A3,просьба
3905,plead,A3,умолять
3906,pleasant,A2,приятный
3907,please,A1,пожалуйста
3909,pleased,A1,довольный
3910,pleasure,A2,удовольствие
3911,pledge,A3,приносить присягу
3913,plenty,A2,множество
3914,plot,A2,сюжет
3916,plug,A3,затыкать
3918,plunge,A3,погрузиться в себя
3919,plus,A1,плюс
3923,pocket,A1,карман
3924,poem,A2,стих
3925,poet,A2,поэт
3926,poetry,A2,поэзия
3927,point,A1,точка
3929,pointed,A1,заостренный
3930,poison,A2,яд
3932,poisonous,A2,ядовитый
3933,pole,A3,полюс
3934,police,A1,полиция
3935,policeman,A1,полицейский
3936,policy,A2,политика
3937,polite,A1,вежливый
3938,political,A2,политический
3939,politician,A2,политик
3940,politics,A2,политика
3941,poll,A3,голосование
3942,pollution,A1,загрязнение
3943,pond,A3,пруд
3944,pool,A1,бассейн
3945,poor,A1,бедный
3946,pop,A1,поп
3949,popular,A1,популярный
3950,popularity,A1,популярность
3951,population,A1,население
3952,port,A2,порт
3953,portfolio,A3,портфолио
3954,portion,A1,часть
3955,portrait,A2,портрет
3956,portray,A3,изображение
3957,pose,A1,поза
3958,position,A1,позиция
3960,positive,A1,положительный
3962,possess,A1,владеть
3963,possession,A1,владение
3964,possibility,A1,возможность
3965,possible,A1,возможный
3966,possibly,A2,возможно
3967,post,A1,почта
3969,post-war,A3,послевоенный
3970,poster,A1,плакат
3971,postpone,A3,откладывать
3972,pot,A2,горшок
3973,potato,A1,картофель
3974,potential,A1,потенциал
3976,potentially,A1,потенциально
3977,pound,A1,фунт
3978,pour,A2,залить
3979,poverty,A2,бедность
3980,powder,A2,пудра
3981,power,A1,власть
3983,powerful,A2,мощный
3984,practical,A2,практичный
3985,practice,A1,упражняться
3986,practise,A1,упражняться
3987,practitioner,A3,практикующий
3988,praise,A1,хвалить
3990,pray,A2,молиться
3991,prayer,A2,молитва
3992,preach,A3,проповедовать
3993,precede,A1,предшествовать
3994,precedent,A3,прецедент
3995,precious,A1,драгоценный
3996,precise,A1,точный
3997,precisely,A1,именно так
3998,precision,A3,точность
3999,predator,A3,хищник
4000,predecessor,A3,предшественник
4001,predict,A1,предсказывать
4002,predictable,A1,предсказуемый
4003,prediction,A2,прогноз
4004,predominantly,A3,преимущественно
4005,prefer,A1,предпочитать
4006,preference,A1,предпочтение
4007,pregnancy,A3,беременность
4008,pregnant,A1,беременная
4009,prejudice,A3,предрассудки
4010,preliminary,A3,предварительный
4011,premier,A3,премьер
4012,premise,A3,предпосылка
4013,premium,A3,премиум
4014,preparation,A1,подготовка
4015,prepare,A1,подготовить
4016,prepared,A2,готовый
4017,prescribe,A3,назначать
4018,prescription,A3,рецепт
4019,presence,A1,присутствие
4020,present,A1,подарок
4023,presentation,A2,презентация
4024,presently,A3,в настоящее время
4025,preservation,A3,сохранение
4026,preserve,A1,сохранять
4027,preside,A3,председатель
4028,presidency,A3,президентство
4029,president,A1,президент
4030,presidential,A3,президента
4031,press,A2,нажимать
4033,pressure,A2,давление
4034,prestigious,A3,престижный
4035,presumably,A3,предположительно
4036,presume,A3,предположить
4037,pretend,A2,притворяться
4038,pretty,A1,симпатичный
4040,prevail,A3,преобладать
4041,prevalence,A3,распространенность
4042,prevent,A1,предотвращать
4043,prevention,A3,профилактика
4044,previous,A2,предыдущий
4045,previously,A2,ранее
4046,prey,A3,добыча
4047,price,A1,цена
4049,pride,A1,гордость
4050,priest,A2,священник
4051,primarily,A1,в первую очередь
4052,primary,A2,начальный
4053,prime,A1,основной
4054,prince,A2,принц
4055,princess,A2,принцесса
4056,principal,A1,главный
4058,principle,A1,принцип
4059,print,A1,распечатать
4061,printer,A1,принтер
4062,printing,A2,печать
4063,prior,A1,прежний
4064,priority,A1,приоритет
4065,prison,A1,тюрьма
4066,prisoner,A2,в плену
4067,privacy,A1,конфиденциальность
4068,private,A2,частный
4069,privatization,A3,приватизация
4070,privilege,A3,привилегия
4071,prize,A1,приз
4072,probability,A1,вероятность
4073,probable,A1,вероятный
4074,probably,A1,вероятно
4075,probe,A3,зонд
4077,problem,A1,проблема
4078,problematic,A3,проблематично
4079,procedure,A1,процедура
4080,proceed,A1,продолжить
4081,proceeding,A3,разбирательство
4082,proceeds,A3,доходы
4083,process,A1,процесс
4085,processing,A3,обработка
4086,processor,A3,процессор
4087,proclaim,A3,провозглашать
4088,produce,A1,производить
4090,producer,A2,режиссер
4091,product,A1,продукт
4092,production,A2,производство
4093,productive,A3,продуктивный
4094,productivity,A3,производительность
4095,profession,A2,профессия
4096,professional,A1,профессионал
4098,professor,A1,профессор
4099,profile,A1,профиль
4100,profit,A2,выгода
4101,profitable,A3,прибыльный
4102,profound,A3,глубокий
4103,program,A1,программа
4105,programme,A1,программа
4106,programming,A1,программирование
4107,progress,A1,прогресс
4109,progressive,A1,прогрессивный
4110,prohibit,A1,запретить
4111,project,A1,проект
4113,projection,A3,проекция
4114,prominent,A3,видный
4115,promise,A1,обещать
4117,promising,A1,многообещающий
4118,promote,A2,продвигать
4119,promotion,A1,повышение
4120,prompt,A1,быстрый
4121,pronounce,A1,произносить
4122,pronounced,A3,произносится
4123,proof,A1,доказательство
4124,propaganda,A3,пропаганда
4125,proper,A2,правильный
4126,properly,A2,правильно
4127,property,A2,свойство
4128,proportion,A1,пропорциональный
4129,proposal,A1,предложение
4130,propose,A1,предложить
4131,proposition,A3,предложение
4132,prosecute,A3,преследовать в судебном порядке
4133,prosecution,A3,судебное преследование
4134,prosecutor,A3,прокурор
4135,prospect,A1,перспектива
4136,prospective,A3,перспектива
4137,prosperity,A3,процветание
4138,protect,A1,защищать
4139,protection,A1,защита
4140,protective,A3,защитный
4141,protein,A1,белок
4142,protest,A2,акция протеста
4144,protester,A1,протестующий
4145,protocol,A3,протокол
4146,proud,A2,гордый
4147,prove,A2,доказывать
4148,provide,A1,предоставлять
4149,province,A3,провинция
4150,provincial,A3,провинциальный
4151,provision,A3,обеспечение
4152,provoke,A3,провоцировать
4153,psychiatric,A3,психиатр
4154,psychological,A1,психологический
4155,psychologist,A1,психолог
4156,psychology,A1,психология
4157,pub,A1,паб
4158,public,A1,публичный
4160,publication,A1,публикация
4161,publicity,A1,реклама
4162,publish,A1,публиковать
4163,publishing,A1,издательский
4164,pull,A2,тянуть
4166,pulse,A3,пульс
4167,pump,A3,насос
4169,punch,A3,ударить кулаком
4171,punish,A2,наказывать
4172,punishment,A2,наказание
4173,punk,A1,панк
4174,pupil,A1,ученик
4175,purchase,A1,покупка
4177,pure,A1,чистый
4178,purely,A1,чисто
4179,purple,A1,фиолетовый
4181,purpose,A1,цель
4182,pursue,A1,преследовать
4183,pursuit,A1,преследование
4184,push,A2,толкать
4186,put,A1,помещать
4187,puzzle,A1,головоломка
4188,qualification,A2,квалификация
4189,qualified,A2,квалифицированный
4190,qualify,A2,квалифицировать
4191,quality,A1,качество
4192,quantity,A1,количество
4193,quarter,A1,четверть
4194,queen,A1,королева
4195,query,A3,запрос
4196,quest,A3,квест
4197,question,A1,вопрос
4199,questionnaire,A1,анкета
4200,queue,A2,очередь
4202,quick,A1,быстрый
4203,quickly,A1,быстро
4204,quiet,A1,тихий
4205,quietly,A1,тихо
4206,quit,A2,покидать
4207,quite,A1,довольно
4208,quota,A3,квота
4209,quotation,A2,цитата
4210,quote,A2,цитировать
4212,race,A1,раса
4214,racial,A1,расовый
4215,racing,A2,гонки
4216,racism,A1,расизм
4217,racist,A1,расист
4219,radar,A3,радар
4220,radiation,A1,излучение
4221,radical,A3,радикал
4222,radio,A1,радио
4223,rage,A3,ярость
4224,raid,A3,рейд
4226,rail,A1,железнодорожный
4227,railway,A1,железнодорожный
4228,rain,A1,дождь
4230,raise,A1,поднимать
4231,rally,A3,ралли
4233,random,A1,случайный
4234,range,A2,диапазон
4236,rank,A1,классифицировать
4238,ranking,A3,рейтинг
4239,rape,A3,изнасилование
4241,rapid,A1,стремительный
4242,rapidly,A1,быстро
4243,rare,A2,редкий
4244,rarely,A2,редко
4245,rat,A1,крыса
4246,rate,A1,ставка
4248,rather,A1,скорее
4249,rating,A1,рейтинг
4250,ratio,A3,соотношение
4251,rational,A3,рациональный
4252,raw,A1,сырой
4253,ray,A3,луча
4254,reach,A1,достигать
4256,react,A1,реагировать
4257,reaction,A2,реакция
4258,read,A1,читать
4259,reader,A1,читатель
4260,readily,A3,легко
4261,reading,A1,чтение
4262,ready,A1,готовый
4263,real,A1,настоящий
4264,realistic,A1,реалистично
4265,reality,A2,реальность
4266,realization,A3,реализация
4267,realize,A1,понимать
4268,really,A1,действительно
4269,realm,A3,область
4270,rear,A3,задний
4272,reason,A1,причина
4273,reasonable,A1,разумный
4274,reasonably,A1,разумно
4275,reasoning,A3,рассуждение
4276,reassure,A3,успокаивать
4277,rebel,A3,мятежник
4278,rebellion,A3,восстание
4279,rebuild,A1,восстановить
4280,recall,A1,отзывать
4281,receipt,A2,квитанция
4282,receive,A1,получать
4283,receiver,A1,получатель
4284,recent,A1,недавний
4285,recently,A1,недавно
4286,reception,A1,прием
4287,recession,A1,рецессия
4288,recipe,A1,рецепт
4289,recipient,A3,получатель
4290,reckon,A1,считать
4291,recognition,A1,признание
4292,recognize,A1,распознавать
4293,recommend,A1,рекомендовать
4294,recommendation,A2,рекомендация
4295,reconstruction,A3,реконструкция
4296,record,A1,записывать
4298,recording,A1,запись
4299,recount,A3,пересчет
4300,recover,A1,восстанавливаться
4301,recovery,A1,восстановление
4302,recruit,A1,нанимать на работу
4304,recruitment,A1,набор персонала
4305,recycle,A1,перерабатывать
4306,red,A1,красный
4308,reduce,A1,уменьшать
4309,reduction,A1,снижение
4310,refer,A1,ссылаться
4311,referee,A1,рефери
4312,reference,A2,ссылка
4313,referendum,A3,референдум
4314,reflect,A2,отражать
4315,reflection,A3,отражение
4316,reform,A3,реформа
4318,refuge,A3,убежище
4319,refugee,A1,беженец
4320,refusal,A3,отказ
4321,refuse,A1,мусор
4322,regain,A3,восстановить
4323,regard,A1,внимание
4325,regardless,A3,несмотря ни на что
4326,regime,A3,режим
4327,region,A1,область
4328,regional,A1,региональный
4329,register,A1,регистр
4331,registration,A1,регистрация
4332,regret,A1,сожалеть
4334,regular,A1,обычный
4335,regularly,A2,регулярно
4336,regulate,A1,регулировать
4337,regulation,A1,регулирование
4338,regulator,A3,регулятор
4339,regulatory,A3,регулирующий
4340,rehabilitation,A3,реабилитация
4341,reign,A3,правление
4343,reinforce,A1,подкреплять
4344,reject,A2,отклонять
4345,rejection,A3,отказ
4346,relate,A2,иметь отношение к
4347,related,A2,связанный
4348,relation,A2,связь
4349,relationship,A1,отношение
4350,relative,A2,родственник
4352,relatively,A1,относительно
4353,relax,A1,расслабляться
4354,relaxed,A2,расслаблен
4355,relaxing,A2,расслабляющий
4356,release,A2,выпускать
4358,relevance,A3,актуальность
4359,relevant,A1,соответствующий
4360,reliability,A3,надежность
4361,reliable,A2,надежный
4362,relief,A1,облегчение
4363,relieve,A1,облегчить
4364,relieved,A1,с облегчением
4365,religion,A2,религия
4366,religious,A2,религиозный
4367,reluctant,A3,вынужденный
4368,rely,A1,полагаться
4369,remain,A2,оставаться
4370,remainder,A3,остаток
4371,remains,A3,останки
4372,remark,A1,примечание
4374,remarkable,A1,замечательный
4375,remarkably,A1,примечательно
4376,remedy,A3,средство
4377,remember,A1,помнить
4378,remind,A2,напоминать
4379,reminder,A3,напоминание
4380,remote,A2,удаленный
4381,removal,A3,удаление
4382,remove,A1,удалять
4383,render,A3,оказывать
4384,renew,A3,обновлять
4385,renowned,A3,известный
4386,rent,A2,арендовать
4388,rental,A3,аренда
4389,repair,A2,ремонт
4391,repeat,A2,повторить
4393,repeated,A2,повторяется
4394,replace,A1,заменять
4395,replacement,A3,замена
4396,reply,A1,отвечать
4398,report,A1,отчет
4400,reportedly,A3,по сообщениям
4401,reporter,A1,репортер
4402,reporting,A1,составление отчетов
4403,represent,A2,представлять
4404,representation,A3,представление
4405,representative,A1,представитель
4407,reproduce,A3,воспроизводить
4408,reproduction,A3,размножение
4409,republic,A3,республика
4410,reputation,A1,репутация
4411,request,A1,запрос
4413,require,A2,требовать
4414,requirement,A1,требование
4415,rescue,A1,спасать
4417,research,A1,исследовать
4419,researcher,A1,исследователь
4420,resemble,A3,напоминать
4421,reservation,A2,бронирование
4422,reserve,A1,бронировать
4424,reside,A3,проживать
4425,residence,A3,резиденция
4426,resident,A1,житель
4428,residential,A3,жилой
4429,residue,A3,остаток
4430,resign,A1,подать в отставку
4431,resignation,A3,отставка
4432,resist,A1,сопротивляться
4433,resistance,A3,сопротивление
4434,resolution,A1,разрешение
4435,resolve,A1,решать
4436,resort,A1,прибегнуть
4437,resource,A2,ресурс
4438,respect,A2,уважать
4440,respective,A3,соответствующий
4441,respectively,A3,соответственно
4442,respond,A1,отвечать
4443,response,A1,ответ
4444,responsibility,A2,ответственность
4445,responsible,A2,ответственный
4446,rest,A1,отдых
4448,restaurant,A1,ресторан
4449,restoration,A3,восстановление
4450,restore,A1,восстановить
4451,restraint,A3,сдержанность
4452,restrict,A1,ограничивать
4453,restriction,A1,ограничение
4454,result,A1,результат
4456,resume,A3,резюме
4457,retail,A1,розничная торговля
4458,retain,A1,удерживать
4459,retire,A2,уходить в отставку
4460,retired,A2,ушедший на пенсию
4461,retirement,A1,выход на пенсию
4462,retreat,A3,отступление
4464,retrieve,A3,забрать
4465,return,A1,возвращаться
4467,reveal,A1,раскрывать
4468,revelation,A3,откровение
4469,revenge,A3,месть
4470,revenue,A1,доход
4471,reverse,A3,обеспечить регресс
4474,review,A1,обзор
4476,revise,A2,исправлять
4477,revision,A1,пересмотр
4478,revival,A3,возрождение
4479,revive,A3,возродить
4480,revolution,A1,революция
4481,revolutionary,A3,революционный
4482,reward,A1,награда
4484,rhetoric,A3,риторика
4485,rhythm,A1,ритм
4486,rice,A1,рис
4487,rich,A1,богатый
4488,rid,A1,избавлять
4489,ride,A1,поездка
4491,ridiculous,A1,нелепый
4492,rifle,A3,винтовка
4493,right,A1,верно
4496,ring,A1,кольцо
4498,riot,A3,бунт
4499,rip,A3,рвать
4500,rise,A2,рост
4502,risk,A2,риск
4504,risky,A1,рискованно
4505,ritual,A3,ритуал
4506,rival,A1,соперник
4508,river,A1,река
4509,road,A1,дорога
4510,rob,A1,ограбление
4511,robbery,A1,ограбление
4512,robot,A2,робот
4513,robust,A3,крепкий
4514,rock,A1,камень
4516,rocket,A1,ракета
4517,rod,A3,стержень
4518,role,A1,роль
4519,roll,A2,рулон
4521,romance,A1,роман
4522,romantic,A2,романтик
4523,roof,A1,крыша
4524,room,A1,комната
4525,root,A1,корень
4526,rope,A2,веревка
4527,rose,A1,роза
4528,rotate,A3,повернуть
4529,rotation,A3,ротация
4530,rough,A2,грубый
4531,roughly,A1,грубо
4532,round,A1,круглый
4536,route,A1,маршрут
4537,routine,A1,рутина
4539,row,A2,ряд
4540,royal,A2,королевский
4541,rub,A1,натирать
4542,rubber,A1,резина
4544,rubbish,A1,мусор
4545,rude,A1,грубый
4546,rugby,A2,регби
4547,ruin,A1,руина
4549,rule,A1,правило
4551,ruling,A3,решение
4552,rumour,A3,слух
4553,run,A1,бегать
4555,runner,A1,бегун
4556,running,A1,бег
4557,rural,A1,деревенский
4558,rush,A1,торопиться
4560,sack,A3,мешок
4561,sacred,A3,священный
4562,sacrifice,A3,жертва
4564,sad,A1,грустный
4565,sadly,A1,грустно
4566,safe,A1,безопасный
4567,safety,A2,безопасность
4568,sail,A2,плыть
4570,sailing,A1,парусный спорт
4571,sailor,A2,моряк
4572,saint,A3,святой
4573,sake,A3,ради
4574,salad,A1,салат
4575,salary,A1,зарплата
4576,sale,A1,распродажа
4577,salt,A1,соль
4578,same,A1,такой же
4581,sample,A2,образец
4583,sanction,A3,санкционирование
4584,sand,A2,песок
4585,sandwich,A1,сэндвич
4586,satellite,A1,спутник
4587,satisfaction,A1,удовлетворение
4588,satisfied,A1,удовлетворен
4589,satisfy,A1,удовлетворять
4590,saturday,A1,суббота
4591,sauce,A1,соус
4592,save,A1,сохранять
4593,saving,A1,сохранение
4594,say,A3,сказать
4596,scale,A1,шкала
4597,scan,A2,сканирование
4598,scandal,A1,скандал
4599,scare,A1,напугать
4601,scared,A1,испуганный
4602,scary,A1,страшный
4603,scattered,A3,разбросанный
4604,scenario,A1,сценарий
4605,scene,A1,сцена
4606,sceptical,A3,скептически
4607,schedule,A1,расписание
4609,scheme,A1,схема
4610,scholar,A1,ученый
4611,scholarship,A1,стипендия
4612,school,A1,школа
4613,science,A1,наука
4614,scientific,A2,научный
4615,scientist,A1,ученый
4616,scope,A3,объем
4617,score,A1,счет
4619,scratch,A1,царапать
4621,scream,A1,крик
4623,screen,A1,экран
4625,screening,A1,скрининг
4626,screw,A3,винт
4628,script,A2,сценарий
4629,scrutiny,A3,тщательно
4630,sculpture,A2,скульптура
4631,sea,A1,море
4632,seal,A3,тюлень
4634,search,A1,поиск
4636,season,A1,время года
4637,seat,A1,сиденье
4639,second,A1,второй
4643,secondary,A2,второстепенный
4644,secondly,A1,во-вторых
4645,secret,A1,секрет
4647,secretary,A1,секретарь
4648,section,A1,раздел
4649,sector,A1,сектор
4650,secular,A3,светский
4651,secure,A1,безопасный
4653,security,A2,безопасность
4654,see,A1,видеть
4655,seed,A2,семя
4656,seek,A1,искать
4657,seeker,A1,искатель
4658,seem,A1,казаться
4659,seemingly,A3,по-видимому
4660,segment,A3,сегмент
4661,seize,A3,захватывать
4662,seldom,A3,редко
4663,select,A1,выбирать
4664,selection,A1,выбор
4665,selective,A3,выборочный
4666,self,A1,себя
4667,sell,A1,продавать
4668,seminar,A1,семинар
4669,senator,A3,сенатор
4670,send,A1,отправлять
4671,senior,A1,старшая
4672,sensation,A3,ощущение
4673,sense,A1,смысл
4675,sensible,A2,разумный
4676,sensitive,A1,чувствительный
4677,sensitivity,A3,чувствительность
4678,sentence,A1,предложение
4680,sentiment,A3,настроение
4681,separate,A1,отдельный
4683,separation,A3,разделение
4684,september,A1,сентябрь
4685,sequence,A1,последовательность
4686,serial,A3,сериал
4687,series,A1,ряд
4688,serious,A1,серьезный
4689,seriously,A2,серьезно
4690,servant,A2,слуга
4691,serve,A1,служить
4692,service,A1,услуга
4693,session,A1,сессия
4694,set,A2,набор
4696,set-up,A3,настраивать
4697,setting,A2,параметр
4698,settle,A1,решить
4699,settlement,A3,урегулирование
4700,settler,A1,поселенец
4701,seven,A1,семь
4702,seventeen,A1,семнадцать
4703,seventy,A1,семьдесят
4704,several,A1,несколько
4706,severe,A1,серьезный
4707,severely,A1,строго
4708,sex,A2,секс
4709,sexual,A2,сексуальный
4710,sexuality,A3,сексуальность
4711,sexy,A1,сексуально
4712,shade,A1,оттенок
4713,shadow,A1,тень
4714,shake,A2,встряхнуть
4716,shall,A1,должен
4717,shallow,A1,мелкий
4718,shame,A1,стыд
4719,shape,A1,форма
4721,shaped,A1,в форме
4722,share,A2,делиться
4724,shareholder,A3,акционер
4725,sharp,A2,острый
4726,shatter,A3,разбитый
4727,she,A1,она
4728,shed,A3,сбрасывать
4729,sheep,A1,овца
4730,sheer,A3,явный
4731,sheet,A1,лист
4732,shelf,A2,полка
4733,shell,A2,оболочка
4734,shelter,A1,приют
4736,shift,A2,сдвиг
4738,shine,A2,светить
4739,shiny,A2,блестящий
4740,ship,A1,корабль
4742,shipping,A3,перевозки
4743,shirt,A1,рубашка
4744,shock,A1,шок
4746,shocked,A1,в шоке
4747,shocking,A1,шокирующий
4748,shoe,A1,обувь
4749,shoot,A3,стрелять
4751,shooting,A1,стрельба
4752,shop,A1,магазин
4754,shopping,A1,покупка
4755,shore,A1,берег
4756,short,A1,короткий
4757,short-term,A1,короткий срок
4758,shortage,A1,нехватка
4759,shortly,A1,вскоре
4760,shot,A1,выстрелил
4761,should,A1,должен
4762,shoulder,A1,плечо
4763,shout,A1,кричать
4765,show,A1,показывать
4767,shower,A1,душ
4768,shrink,A3,сокращать
4769,shrug,A3,пожимает плечами
4770,shut,A1,закрыть
4772,shy,A2,застенчивый
4773,sibling,A1,брат или сестра
4774,sick,A1,больной
4775,side,A1,сторона
4776,sigh,A3,вздох
4778,sight,A2,взгляд
4779,sign,A1,знак
4781,signal,A2,сигнал
4783,signature,A1,подпись
4784,significance,A1,значение
4785,significant,A1,значительный
4786,significantly,A1,существенно
4787,silence,A1,тишина
4788,silent,A2,тихий
4789,silk,A1,шелк
4790,silly,A2,глупый
4791,silver,A1,серебро
4793,similar,A1,похожий
4794,similarity,A2,сходство
4795,similarly,A2,сходным образом
4796,simple,A1,простой
4797,simply,A2,просто
4798,simulate,A3,симулировать
4799,simulation,A3,симуляция
4800,simultaneously,A3,одновременно
4801,sin,A3,грех
4802,since,A2,с
4805,sincere,A1,искренний
4806,sing,A1,петь
4807,singer,A1,певец
4808,singing,A1,пение
4809,single,A1,одинокий
4811,sink,A2,раковина
4812,sir,A1,сэр
4813,sister,A1,сестра
4814,sit,A1,сидеть
4815,site,A1,сайт
4816,situated,A3,расположенный
4817,situation,A1,ситуация
4818,six,A1,шесть
4819,sixteen,A1,шестнадцать
4820,sixty,A1,шестьдесят
4821,size,A1,размер
4822,sketch,A3,набросок
4823,ski,A1,лыж
4826,skiing,A1,горнолыжный спорт
4827,skill,A1,навык
4828,skilled,A1,квалифицированный
4829,skin,A1,кожа
4830,skip,A3,пропускать
4831,skirt,A1,юбка
4832,skull,A1,череп
4833,sky,A1,небо
4834,slam,A3,шлем
4835,slap,A3,шлепок
4836,slash,A3,чертов
4837,slave,A1,раб
4838,slavery,A3,рабство
4839,sleep,A1,спать
4841,slice,A2,кусочек
4843,slide,A1,горка
4845,slight,A1,легкий
4846,slightly,A2,немного
4847,slip,A1,соскальзывать
4848,slogan,A1,лозунг
4849,slope,A1,склон
4851,slot,A3,слот
4852,slow,A1,медленный
4854,slowly,A1,медленно
4855,small,A1,маленький
4856,smart,A2,умный
4857,smartphone,A1,смартфон
4858,smash,A3,разгромить
4859,smell,A1,запах
4861,smile,A1,улыбка
4863,smoke,A1,дымка
4865,smoking,A1,курить
4866,smooth,A2,гладкий
4867,snake,A1,змея
4868,snap,A3,щелчок
4869,snow,A1,снег
4871,so,A1,так
4873,so-called,A1,так называемые
4874,soak,A3,замачивать
4875,soap,A1,мыло
4876,soar,A3,проходить
4877,soccer,A1,футбольный
4878,social,A1,социальное
4879,socialist,A3,социалистический
4880,society,A1,общество
4881,sock,A1,носок
4882,soft,A1,мягкий
4883,software,A2,программное обеспечение
4884,soil,A2,земля
4885,solar,A1,солнечный
4886,soldier,A1,солдат
4887,sole,A3,подошва
4888,solely,A3,исключительно
4889,solicitor,A3,адвокат
4890,solid,A2,твердый
4892,solidarity,A3,солидарность
4893,solo,A3,соло
